date	COM2.001: TC 110	COM2.001: TC 110	COM2.005: MPT 100	COM2.002: PPT 100
(YYYY-MM-DD hh:mm:ss)	P309: ActualSpd (Hz)	P316: DrvPower (W)	P740: Pressure (mbar)	P740: Pressure (mbar)
2022-04-18, 09:48:36	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:48:38	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:48:40	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:48:42	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:48:44	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:48:46	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:48:48	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:48:50	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:48:52	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:48:54	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:48:56	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:48:58	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:49:00	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:49:02	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:49:04	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:49:06	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:49:08	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:49:10	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:49:12	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:49:14	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:49:16	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:49:18	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:49:20	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:49:22	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:49:24	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:49:26	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:49:28	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:49:30	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:49:32	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:49:34	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:49:36	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:49:38	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:49:40	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:49:42	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:49:44	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:49:46	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:49:48	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:49:50	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:49:52	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:49:54	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:49:56	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:49:58	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:50:00	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:50:02	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:50:04	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:50:06	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:50:08	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:50:10	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:50:12	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:50:14	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:50:16	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:50:18	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:50:20	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:50:22	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:50:24	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:50:26	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:50:28	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:50:30	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:50:32	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:50:34	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:50:36	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:50:38	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:50:40	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:50:42	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:50:44	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:50:46	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:50:48	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:50:50	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:50:52	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:50:54	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:50:56	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:50:58	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:51:00	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:51:02	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:51:04	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:51:06	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:51:08	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:51:10	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:51:12	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:51:14	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:51:16	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:51:18	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:51:20	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:51:22	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:51:24	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:51:26	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:51:28	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:51:30	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:51:32	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:51:34	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:51:36	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:51:38	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:51:40	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:51:42	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:51:44	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:51:46	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:51:48	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:51:50	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:51:52	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:51:54	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:51:56	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:51:58	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:52:00	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:52:02	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:52:04	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:52:06	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:52:08	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:52:10	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:52:12	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:52:14	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:52:16	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:52:18	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:52:20	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:52:22	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:52:24	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:52:26	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:52:28	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:52:30	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:52:32	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:52:34	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:52:36	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:52:38	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:52:40	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:52:42	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:52:44	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:52:46	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:52:48	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:52:50	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:52:52	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:52:54	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:52:56	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:52:58	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:53:00	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:53:02	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:53:04	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:53:06	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:53:08	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:53:10	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:53:12	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:53:14	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:53:16	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:53:18	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:53:20	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:53:22	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:53:24	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:53:26	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:53:28	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:53:30	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:53:32	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:53:34	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:53:36	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:53:38	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:53:40	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:53:42	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:53:44	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:53:46	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:53:48	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:53:50	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:53:52	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:53:54	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:53:56	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:53:58	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:54:00	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:54:02	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:54:04	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:54:06	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:54:08	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:54:10	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:54:12	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:54:14	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:54:16	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:54:18	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:54:20	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:54:22	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:54:24	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:54:26	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:54:28	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:54:30	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 09:54:32	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
