date	COM2.001: TC 110	COM2.001: TC 110	COM2.005: MPT 100	COM2.002: PPT 100
(YYYY-MM-DD hh:mm:ss)	P309: ActualSpd (Hz)	P316: DrvPower (W)	P740: Pressure (mbar)	P740: Pressure (mbar)
2022-04-18, 10:09:52	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:09:54	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:09:56	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:09:58	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:10:00	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:10:02	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:10:04	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:10:06	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:10:08	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:10:10	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:10:12	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:10:14	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:10:16	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:10:18	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:10:20	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:10:22	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:10:24	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:10:26	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:10:28	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:10:30	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:10:32	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:10:34	0 Hz	0 W	4E2 mbar	1,4E2 mbar
2022-04-18, 10:10:36	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:10:38	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:10:40	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:10:42	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:10:44	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:10:46	0 Hz	0 W	4,7E2 mbar	1,4E2 mbar
2022-04-18, 10:10:48	0 Hz	0 W	3,8E2 mbar	1,2E2 mbar
2022-04-18, 10:10:50	0 Hz	0 W	1E3 mbar	1,6E2 mbar
2022-04-18, 10:10:52	0 Hz	0 W	1E3 mbar	7E2 mbar
2022-04-18, 10:10:54	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:10:56	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:10:58	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:11:00	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:11:02	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:11:04	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:11:06	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:11:08	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:11:10	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:11:12	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:11:14	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:11:16	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:11:18	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:11:20	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:11:22	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:11:24	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:11:26	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:11:28	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:11:30	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:11:32	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:11:34	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:11:36	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:11:38	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:11:40	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:11:42	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:11:44	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:11:46	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:11:48	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:11:50	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:11:52	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:11:54	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:11:56	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:11:58	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:12:00	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:12:02	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:12:04	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:12:06	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:12:08	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:12:10	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:12:12	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:12:14	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:12:16	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:12:18	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:12:20	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:12:22	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:12:24	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:12:26	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:12:28	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:12:30	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:12:32	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:12:34	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:12:36	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:12:38	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:12:40	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:12:42	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:12:44	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:12:46	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:12:48	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:12:50	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:12:52	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:12:54	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:12:56	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:12:58	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:13:00	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:13:02	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:13:04	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:13:06	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:13:08	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:13:10	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:13:12	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:13:14	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:13:16	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:13:18	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:13:20	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:13:22	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:13:24	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:13:26	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:13:28	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:13:30	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:13:32	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:13:34	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:13:36	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:13:38	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:13:40	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:13:42	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:13:44	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:13:46	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:13:48	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:13:50	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:13:52	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:13:54	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:13:56	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:13:58	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:14:00	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:14:02	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:14:04	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:14:06	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:14:08	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:14:10	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:14:12	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:14:14	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:14:16	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:14:18	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:14:20	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:14:22	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:14:24	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:14:26	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:14:28	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:14:30	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:14:32	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:14:34	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:14:36	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:14:38	0 Hz	0 W	1E3 mbar	6,1E2 mbar
2022-04-18, 10:14:40	0 Hz	0 W	1E3 mbar	4,6E2 mbar
2022-04-18, 10:14:42	0 Hz	0 W	1E3 mbar	3,7E2 mbar
2022-04-18, 10:14:44	0 Hz	0 W	1E3 mbar	3E2 mbar
2022-04-18, 10:14:46	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-18, 10:14:48	0 Hz	0 W	1E3 mbar	1,8E2 mbar
2022-04-18, 10:14:50	0 Hz	0 W	6,1E2 mbar	1,5E2 mbar
2022-04-18, 10:14:52	0 Hz	0 W	4E2 mbar	1,3E2 mbar
2022-04-18, 10:14:54	0 Hz	0 W	2,9E2 mbar	9,9E1 mbar
2022-04-18, 10:14:56	0 Hz	0 W	1,9E2 mbar	8,6E1 mbar
2022-04-18, 10:14:58	0 Hz	0 W	1,5E2 mbar	7,1E1 mbar
2022-04-18, 10:15:00	0 Hz	0 W	1,1E2 mbar	6,4E1 mbar
2022-04-18, 10:15:02	0 Hz	0 W	9E1 mbar	5,8E1 mbar
2022-04-18, 10:15:04	0 Hz	0 W	6,9E1 mbar	5E1 mbar
2022-04-18, 10:15:06	0 Hz	0 W	6,4E1 mbar	4,2E1 mbar
2022-04-18, 10:15:08	0 Hz	0 W	5,4E1 mbar	3,7E1 mbar
2022-04-18, 10:15:10	0 Hz	0 W	4,6E1 mbar	3,4E1 mbar
2022-04-18, 10:15:12	0 Hz	0 W	3,8E1 mbar	3,1E1 mbar
2022-04-18, 10:15:14	0 Hz	0 W	3,6E1 mbar	2,7E1 mbar
2022-04-18, 10:15:16	0 Hz	0 W	3,1E1 mbar	2,3E1 mbar
2022-04-18, 10:15:18	0 Hz	0 W	2,8E1 mbar	1,9E1 mbar
2022-04-18, 10:15:20	0 Hz	0 W	2,4E1 mbar	1,8E1 mbar
2022-04-18, 10:15:22	0 Hz	0 W	2E1 mbar	1,7E1 mbar
2022-04-18, 10:15:24	0 Hz	0 W	1,8E1 mbar	1,6E1 mbar
2022-04-18, 10:15:26	0 Hz	0 W	1,7E1 mbar	1,4E1 mbar
2022-04-18, 10:15:28	0 Hz	0 W	1,5E1 mbar	1,3E1 mbar
2022-04-18, 10:15:30	0 Hz	0 W	1,4E1 mbar	1,1E1 mbar
2022-04-18, 10:15:32	0 Hz	0 W	1,3E1 mbar	1E1 mbar
2022-04-18, 10:15:34	0 Hz	0 W	1,1E1 mbar	9,6E0 mbar
2022-04-18, 10:15:36	0 Hz	0 W	1E1 mbar	8,9E0 mbar
2022-04-18, 10:15:38	0 Hz	0 W	9,6E0 mbar	8,4E0 mbar
2022-04-18, 10:15:40	0 Hz	0 W	9,2E0 mbar	7,9E0 mbar
2022-04-18, 10:15:42	0 Hz	0 W	8,6E0 mbar	7,5E0 mbar
2022-04-18, 10:15:44	0 Hz	0 W	8,1E0 mbar	7E0 mbar
2022-04-18, 10:15:46	0 Hz	0 W	7,7E0 mbar	6,8E0 mbar
2022-04-18, 10:15:48	0 Hz	0 W	7,2E0 mbar	6,6E0 mbar
2022-04-18, 10:15:50	0 Hz	0 W	6,9E0 mbar	6,4E0 mbar
2022-04-18, 10:15:52	0 Hz	0 W	6,7E0 mbar	6,2E0 mbar
2022-04-18, 10:15:54	0 Hz	0 W	6,6E0 mbar	6E0 mbar
2022-04-18, 10:15:56	0 Hz	0 W	6,4E0 mbar	5,9E0 mbar
2022-04-18, 10:15:58	0 Hz	0 W	6,3E0 mbar	5,7E0 mbar
2022-04-18, 10:16:00	0 Hz	0 W	6,1E0 mbar	5,6E0 mbar
2022-04-18, 10:16:02	0 Hz	0 W	6E0 mbar	5,4E0 mbar
2022-04-18, 10:16:04	0 Hz	0 W	5,8E0 mbar	5,3E0 mbar
2022-04-18, 10:16:06	0 Hz	0 W	5,7E0 mbar	5,1E0 mbar
2022-04-18, 10:16:08	0 Hz	0 W	5,6E0 mbar	5E0 mbar
2022-04-18, 10:16:10	0 Hz	0 W	5,5E0 mbar	4,9E0 mbar
2022-04-18, 10:16:12	0 Hz	0 W	5,4E0 mbar	4,8E0 mbar
2022-04-18, 10:16:14	0 Hz	0 W	5,2E0 mbar	4,7E0 mbar
2022-04-18, 10:16:16	0 Hz	0 W	5,2E0 mbar	4,6E0 mbar
2022-04-18, 10:16:18	0 Hz	0 W	5,1E0 mbar	4,5E0 mbar
2022-04-18, 10:16:20	0 Hz	0 W	5E0 mbar	4,4E0 mbar
2022-04-18, 10:16:22	0 Hz	0 W	4,9E0 mbar	4,3E0 mbar
2022-04-18, 10:16:24	0 Hz	0 W	4,8E0 mbar	4,3E0 mbar
2022-04-18, 10:16:26	0 Hz	0 W	4,7E0 mbar	4,2E0 mbar
2022-04-18, 10:16:28	0 Hz	0 W	4,7E0 mbar	4,1E0 mbar
2022-04-18, 10:16:30	0 Hz	0 W	4,6E0 mbar	4,1E0 mbar
2022-04-18, 10:16:32	0 Hz	0 W	4,6E0 mbar	4E0 mbar
2022-04-18, 10:16:34	0 Hz	0 W	4,5E0 mbar	3,9E0 mbar
2022-04-18, 10:16:36	0 Hz	0 W	4,4E0 mbar	3,9E0 mbar
2022-04-18, 10:16:38	0 Hz	0 W	4,4E0 mbar	3,9E0 mbar
2022-04-18, 10:16:40	0 Hz	0 W	4,3E0 mbar	3,9E0 mbar
2022-04-18, 10:16:42	0 Hz	0 W	4,3E0 mbar	3,9E0 mbar
2022-04-18, 10:16:44	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-18, 10:16:46	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-18, 10:16:48	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-18, 10:16:50	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-18, 10:16:52	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-18, 10:16:54	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-18, 10:16:56	0 Hz	0 W	4E0 mbar	3,7E0 mbar
2022-04-18, 10:16:58	0 Hz	0 W	4E0 mbar	3,7E0 mbar
2022-04-18, 10:17:00	0 Hz	0 W	4E0 mbar	3,7E0 mbar
2022-04-18, 10:17:02	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:17:04	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:17:06	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:17:08	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:17:10	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:17:12	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:17:14	0 Hz	0 W	3,9E0 mbar	3,6E0 mbar
2022-04-18, 10:17:16	0 Hz	0 W	3,9E0 mbar	3,6E0 mbar
2022-04-18, 10:17:18	0 Hz	0 W	3,9E0 mbar	3,6E0 mbar
2022-04-18, 10:17:20	0 Hz	0 W	3,9E0 mbar	3,6E0 mbar
2022-04-18, 10:17:22	0 Hz	0 W	3,9E0 mbar	3,6E0 mbar
2022-04-18, 10:17:24	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2022-04-18, 10:17:26	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2022-04-18, 10:17:28	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2022-04-18, 10:17:30	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2022-04-18, 10:17:32	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2022-04-18, 10:17:34	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2022-04-18, 10:17:36	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2022-04-18, 10:17:38	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2022-04-18, 10:17:40	0 Hz	0 W	3,8E0 mbar	3,5E0 mbar
2022-04-18, 10:17:42	0 Hz	0 W	3,8E0 mbar	3,5E0 mbar
2022-04-18, 10:17:44	0 Hz	0 W	3,8E0 mbar	3,5E0 mbar
2022-04-18, 10:17:46	0 Hz	0 W	3,8E0 mbar	3,5E0 mbar
2022-04-18, 10:17:48	0 Hz	0 W	3,8E0 mbar	3,5E0 mbar
2022-04-18, 10:17:50	0 Hz	0 W	3,8E0 mbar	3,5E0 mbar
2022-04-18, 10:17:52	0 Hz	0 W	3,8E0 mbar	3,5E0 mbar
2022-04-18, 10:17:54	0 Hz	0 W	3,8E0 mbar	3,5E0 mbar
2022-04-18, 10:17:56	0 Hz	0 W	3,8E0 mbar	3,5E0 mbar
2022-04-18, 10:17:58	0 Hz	0 W	3,8E0 mbar	3,5E0 mbar
2022-04-18, 10:18:00	0 Hz	0 W	3,8E0 mbar	3,5E0 mbar
2022-04-18, 10:18:02	0 Hz	0 W	3,8E0 mbar	3,5E0 mbar
2022-04-18, 10:18:04	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:18:06	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:18:08	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:18:10	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:18:12	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:18:14	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:18:16	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:18:18	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:18:20	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:18:22	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:18:24	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:18:26	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:18:28	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:18:30	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:18:32	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:18:34	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:18:36	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:18:38	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:18:40	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:18:42	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:18:44	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:18:46	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:18:48	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:18:50	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:18:52	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:18:54	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:18:56	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:18:58	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:19:00	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:19:02	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:19:04	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:19:06	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:19:08	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:19:10	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:19:12	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:19:14	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:19:16	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:19:18	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:19:20	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:19:22	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:19:24	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:19:26	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:19:28	0 Hz	0 W	3,7E0 mbar	3,4E0 mbar
2022-04-18, 10:19:30	0 Hz	0 W	3,7E0 mbar	3,4E0 mbar
2022-04-18, 10:19:32	0 Hz	0 W	3,7E0 mbar	3,4E0 mbar
2022-04-18, 10:19:34	0 Hz	0 W	3,7E0 mbar	3,4E0 mbar
2022-04-18, 10:19:36	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:19:38	0 Hz	0 W	3,7E0 mbar	3,4E0 mbar
2022-04-18, 10:19:40	0 Hz	0 W	3,7E0 mbar	3,4E0 mbar
2022-04-18, 10:19:42	0 Hz	0 W	3,7E0 mbar	3,4E0 mbar
2022-04-18, 10:19:44	0 Hz	0 W	3,7E0 mbar	3,4E0 mbar
2022-04-18, 10:19:46	0 Hz	0 W	3,7E0 mbar	3,4E0 mbar
2022-04-18, 10:19:48	0 Hz	0 W	3,7E0 mbar	3,4E0 mbar
2022-04-18, 10:19:50	0 Hz	0 W	3,7E0 mbar	3,4E0 mbar
2022-04-18, 10:19:52	0 Hz	0 W	3,7E0 mbar	3,4E0 mbar
2022-04-18, 10:19:54	0 Hz	0 W	3,7E0 mbar	3,4E0 mbar
2022-04-18, 10:19:56	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:19:58	0 Hz	0 W	3,7E0 mbar	3,4E0 mbar
2022-04-18, 10:20:00	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:20:02	0 Hz	0 W	3,7E0 mbar	3,4E0 mbar
2022-04-18, 10:20:04	0 Hz	0 W	3,7E0 mbar	3,4E0 mbar
2022-04-18, 10:20:06	0 Hz	0 W	3,7E0 mbar	3,4E0 mbar
2022-04-18, 10:20:08	0 Hz	0 W	3,7E0 mbar	3,4E0 mbar
2022-04-18, 10:20:10	0 Hz	0 W	3,7E0 mbar	3,4E0 mbar
2022-04-18, 10:20:12	0 Hz	0 W	3,7E0 mbar	3,4E0 mbar
2022-04-18, 10:20:14	0 Hz	0 W	3,7E0 mbar	3,4E0 mbar
2022-04-18, 10:20:16	0 Hz	0 W	3,7E0 mbar	3,4E0 mbar
2022-04-18, 10:20:18	0 Hz	0 W	3,7E0 mbar	3,4E0 mbar
2022-04-18, 10:20:20	0 Hz	0 W	3,7E0 mbar	3,4E0 mbar
2022-04-18, 10:20:22	0 Hz	0 W	3,7E0 mbar	3,4E0 mbar
2022-04-18, 10:20:24	0 Hz	0 W	3,7E0 mbar	3,4E0 mbar
2022-04-18, 10:20:26	0 Hz	0 W	3,7E0 mbar	3,4E0 mbar
2022-04-18, 10:20:28	0 Hz	0 W	3,7E0 mbar	3,4E0 mbar
2022-04-18, 10:20:30	0 Hz	0 W	3,7E0 mbar	3,4E0 mbar
2022-04-18, 10:20:32	0 Hz	0 W	3,7E0 mbar	3,4E0 mbar
2022-04-18, 10:20:34	0 Hz	0 W	3,7E0 mbar	3,4E0 mbar
2022-04-18, 10:20:36	0 Hz	0 W	3,7E0 mbar	3,4E0 mbar
2022-04-18, 10:20:38	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2022-04-18, 10:20:40	0 Hz	0 W	3,7E0 mbar	3,4E0 mbar
2022-04-18, 10:20:42	0 Hz	0 W	3,7E0 mbar	3,4E0 mbar
